"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age","emp_cat","ir_cat"
"16812",0,3500,13.98,"C",7,"MORTGAGE",38500,39,"4-8","13.5+"
"16813",0,12000,10.75,"B",5,"RENT",38004,22,"4-8","8-11"
"16814",0,4000,6.76,"A",1,"RENT",40200,26,"0-2","0-8"
"16815",0,3250,6.76,"A",3,"MORTGAGE",48000,29,"2-4","0-8"
"16816",0,4000,16.32,"D",4,"MORTGAGE",36000,23,"2-4","13.5+"
"16817",0,5000,7.88,"A",3,"RENT",35000,22,"2-4","0-8"
"16818",0,4000,7.88,"A",13,"OWN",140000,34,"8+","0-8"
"16819",0,2200,14.35,"C",0,"MORTGAGE",53000,36,"0-2","13.5+"
"16820",0,5000,10.38,"B",1,"MORTGAGE",96000,23,"0-2","8-11"
"16821",0,5000,10.75,"B",0,"RENT",75000,31,"0-2","8-11"
"16822",0,16000,11.12,"B",14,"MORTGAGE",86000,24,"8+","11-13.5"
"16823",0,3000,7.88,"A",1,"RENT",49800,22,"0-2","0-8"
"16824",0,4000,7.88,"A",13,"MORTGAGE",52800,24,"8+","0-8"
"16825",0,8000,16.82,"E",6,"MORTGAGE",53000,22,"4-8","13.5+"
"16826",0,10000,13.61,"C",1,"RENT",32376,22,"0-2","13.5+"
"16827",0,12000,13.61,"C",6,"RENT",99996,28,"4-8","13.5+"
"16828",0,10000,10.38,"B",2,"OWN",60000,27,"0-2","8-11"
"16829",0,3500,10.75,"B",3,"MORTGAGE",109500,24,"2-4","8-11"
"16830",0,5000,10.38,"B",0,"OWN",30000,26,"0-2","8-11"
"16831",0,12000,10.38,"B",5,"MORTGAGE",99996,25,"4-8","8-11"
"16832",0,3000,15.21,"D",7,"RENT",70000,24,"4-8","13.5+"
"16833",0,4000,7.14,"A",0,"RENT",9600,23,"0-2","0-8"
"16834",0,17500,14.35,"C",16,"RENT",44900,28,"8+","13.5+"
"16835",1,12000,11.86,"B",3,"MORTGAGE",57000,22,"2-4","11-13.5"
"16836",1,5000,16.32,"D",2,"OWN",25000,32,"0-2","13.5+"
"16837",0,6000,14.72,"C",7,"RENT",21812,25,"4-8","13.5+"
"16838",0,4500,7.88,"A",2,"RENT",38004,23,"0-2","0-8"
"16839",0,5500,10.75,"B",3,"RENT",64000,24,"2-4","8-11"
"16840",0,6000,13.98,"C",6,"MORTGAGE",52800,22,"4-8","13.5+"
"16841",0,25000,11.12,"B",10,"MORTGAGE",4e+05,29,"8+","11-13.5"
"16842",0,17000,7.88,"A",8,"MORTGAGE",125000,35,"4-8","0-8"
"16843",0,4750,13.61,"C",2,"MORTGAGE",19200,30,"0-2","13.5+"
"16844",0,10000,7.14,"A",4,"RENT",51996,33,"2-4","0-8"
"16845",0,5000,11.49,"B",0,"RENT",28800,23,"0-2","11-13.5"
"16846",0,14000,10.75,"B",5,"MORTGAGE",1e+05,24,"4-8","8-11"
"16847",1,3200,17.93,"E",5,"RENT",15600,22,"4-8","13.5+"
"16848",0,15000,13.23,"C",16,"MORTGAGE",64000,22,"8+","11-13.5"
"16849",0,19750,13.61,"C",23,"MORTGAGE",90000,24,"8+","13.5+"
"16850",0,20000,15.58,"D",4,"RENT",65004,52,"2-4","13.5+"
"16851",0,6075,11.86,"B",5,"OWN",37000,37,"4-8","11-13.5"
"16852",0,2500,7.88,"A",11,"RENT",47544,27,"8+","0-8"
"16853",0,14000,14.84,"D",4,"RENT",60000,23,"2-4","13.5+"
"16854",0,12000,7.51,"A",1,"RENT",50000,24,"0-2","0-8"
"16855",0,2000,NA,"B",NA,"MORTGAGE",38795.4,36,"Missing","Missing"
"16856",1,4800,11.86,"B",28,"MORTGAGE",52000,29,"8+","11-13.5"
"16857",0,1200,NA,"D",5,"MORTGAGE",25440,27,"4-8","Missing"
"16858",0,7000,15.95,"D",17,"RENT",61392,42,"8+","13.5+"
"16859",0,5000,11.12,"B",3,"MORTGAGE",36000,35,"2-4","11-13.5"
"16860",1,16750,NA,"C",18,"RENT",60000,23,"8+","Missing"
"16861",1,12000,10.75,"B",12,"MORTGAGE",128899.92,27,"8+","8-11"
"16862",0,9600,7.14,"A",1,"RENT",24696,32,"0-2","0-8"
"16863",0,18000,14.35,"C",4,"MORTGAGE",74237.28,38,"2-4","13.5+"
"16864",0,7000,10.75,"B",7,"RENT",65000,23,"4-8","8-11"
"16865",0,5000,7.88,"A",40,"RENT",35000,24,"8+","0-8"
"16866",0,5000,10.38,"B",3,"RENT",50400,23,"2-4","8-11"
"16867",0,7500,10.38,"B",10,"RENT",52000,23,"8+","8-11"
"16868",0,9000,13.23,"C",2,"MORTGAGE",58000,30,"0-2","11-13.5"
"16869",1,3500,10.75,"B",1,"MORTGAGE",67296,23,"0-2","8-11"
"16870",0,6000,14.72,"C",0,"MORTGAGE",105000,30,"0-2","13.5+"
"16871",0,7000,NA,"C",6,"MORTGAGE",51996,25,"4-8","Missing"
"16872",0,25000,16.32,"D",6,"MORTGAGE",120000,31,"4-8","13.5+"
"16873",0,12000,NA,"A",16,"MORTGAGE",75500,22,"8+","Missing"
"16874",0,18250,11.49,"B",3,"RENT",35004,24,"2-4","11-13.5"
"16875",0,4000,11.49,"B",3,"RENT",34500,23,"2-4","11-13.5"
"16876",0,10000,7.51,"A",3,"MORTGAGE",84500,23,"2-4","0-8"
"16877",0,25000,10.75,"B",5,"MORTGAGE",220000,25,"4-8","8-11"
"16878",0,1500,7.51,"A",0,"RENT",45000,23,"0-2","0-8"
"16879",0,6000,11.86,"B",1,"RENT",69996,27,"0-2","11-13.5"
"16880",0,20000,NA,"D",4,"MORTGAGE",170000,28,"2-4","Missing"
"16881",0,8000,14.72,"C",2,"RENT",70000,24,"0-2","13.5+"
"16882",0,4750,10.38,"B",23,"RENT",24000,25,"8+","8-11"
"16883",1,5000,11.12,"B",5,"RENT",96000,28,"4-8","11-13.5"
"16884",0,1500,NA,"C",0,"RENT",30000,27,"0-2","Missing"
"16885",0,2000,14.35,"C",6,"OWN",43200,23,"4-8","13.5+"
"16886",0,7500,6.76,"A",5,"MORTGAGE",90000,25,"4-8","0-8"
"16887",0,15000,10.38,"B",10,"MORTGAGE",75000,23,"8+","8-11"
"16888",0,1500,11.49,"B",4,"RENT",24000,23,"2-4","11-13.5"
"16889",0,5400,15.21,"D",12,"RENT",64617,22,"8+","13.5+"
"16890",0,8000,7.51,"A",NA,"RENT",48000,24,"Missing","0-8"
"16891",0,25000,11.86,"B",5,"MORTGAGE",90000,28,"4-8","11-13.5"
"16892",0,7500,14.84,"D",1,"RENT",43260,21,"0-2","13.5+"
"16893",0,13750,15.95,"D",3,"MORTGAGE",1e+05,25,"2-4","13.5+"
"16894",0,3200,11.49,"B",12,"RENT",50004,27,"8+","11-13.5"
"16895",1,2000,6.76,"A",22,"MORTGAGE",63600,35,"8+","0-8"
"16896",0,5600,13.61,"C",3,"RENT",30000,21,"2-4","13.5+"
"16897",0,1500,11.12,"B",11,"RENT",44604,28,"8+","11-13.5"
"16898",0,24000,10.75,"B",5,"RENT",60000,21,"4-8","8-11"
"16899",0,8000,15.58,"D",8,"MORTGAGE",80000,23,"4-8","13.5+"
"16900",0,15000,7.88,"A",8,"MORTGAGE",118000,25,"4-8","0-8"
"16901",0,7000,11.86,"B",3,"RENT",45000,34,"2-4","11-13.5"
"16902",0,3500,7.14,"A",11,"RENT",25000,28,"8+","0-8"
"16903",0,5000,13.61,"C",5,"RENT",30000,38,"4-8","13.5+"
"16904",0,6400,7.51,"A",12,"MORTGAGE",72000,23,"8+","0-8"
"16905",0,6000,13.23,"C",5,"RENT",30000,31,"4-8","11-13.5"
"16906",0,4000,7.14,"A",7,"MORTGAGE",45000,21,"4-8","0-8"
"16907",1,15000,11.86,"B",20,"RENT",60000,33,"8+","11-13.5"
"16908",0,3250,14.72,"C",4,"RENT",28800,39,"2-4","13.5+"
"16909",0,2850,13.61,"C",2,"RENT",12000,27,"0-2","13.5+"
"16910",0,1500,13.23,"C",4,"RENT",61900,32,"2-4","11-13.5"
"16911",0,4800,10.75,"B",5,"RENT",21000,22,"4-8","8-11"
"16912",1,4750,NA,"C",4,"OWN",24000,22,"2-4","Missing"
"16913",0,8000,7.51,"A",12,"OWN",90000,41,"8+","0-8"
"16914",0,7000,10.38,"B",0,"RENT",45000,33,"0-2","8-11"
"16915",0,9500,7.51,"A",4,"RENT",61000,25,"2-4","0-8"
"16916",0,13000,7.88,"A",2,"MORTGAGE",37000,22,"0-2","0-8"
"16917",0,6325,7.51,"A",2,"RENT",60200,22,"0-2","0-8"
"16918",0,25000,11.49,"B",4,"MORTGAGE",94000,24,"2-4","11-13.5"
"16919",0,10000,NA,"A",1,"RENT",70000,29,"0-2","Missing"
"16920",0,1200,15.95,"D",2,"RENT",45000,23,"0-2","13.5+"
"16921",0,24000,14.35,"C",20,"MORTGAGE",80000,24,"8+","13.5+"
"16922",0,7200,NA,"C",3,"RENT",70000,30,"2-4","Missing"
"16923",0,7000,7.51,"A",10,"MORTGAGE",87000,25,"8+","0-8"
"16924",0,2500,13.23,"C",3,"RENT",26400,27,"2-4","11-13.5"
"16925",0,12000,7.88,"A",3,"RENT",1e+05,35,"2-4","0-8"
"16926",1,12000,7.51,"A",3,"OWN",75000,29,"2-4","0-8"
"16927",0,3000,13.98,"C",0,"RENT",26208,27,"0-2","13.5+"
"16928",0,10000,7.51,"A",9,"MORTGAGE",60000,38,"8+","0-8"
"16929",0,3000,10.75,"B",7,"RENT",32640,26,"4-8","8-11"
"16930",0,16000,NA,"B",3,"OWN",55000,24,"2-4","Missing"
"16931",0,14000,7.51,"A",15,"MORTGAGE",140000,37,"8+","0-8"
"16932",0,15000,11.12,"B",6,"RENT",60000,31,"4-8","11-13.5"
"16933",1,10000,13.61,"C",12,"MORTGAGE",53004,28,"8+","13.5+"
"16934",0,9000,7.14,"A",4,"MORTGAGE",141000,28,"2-4","0-8"
"16935",0,16000,10.38,"B",16,"MORTGAGE",140000,24,"8+","8-11"
"16936",0,2800,7.88,"A",2,"RENT",24000,40,"0-2","0-8"
"16937",0,20000,7.88,"A",4,"RENT",60000,22,"2-4","0-8"
"16938",0,6000,11.86,"B",2,"RENT",45000,23,"0-2","11-13.5"
"16939",0,5600,13.98,"C",6,"MORTGAGE",108041,28,"4-8","13.5+"
"16940",0,9250,10.75,"B",2,"OWN",27996,23,"0-2","8-11"
"16941",0,10000,14.72,"C",7,"MORTGAGE",55000,21,"4-8","13.5+"
"16942",0,8000,7.14,"A",5,"RENT",57996,23,"4-8","0-8"
"16943",0,10000,15.21,"D",2,"RENT",48000,29,"0-2","13.5+"
"16944",0,6000,NA,"B",1,"RENT",20000,30,"0-2","Missing"
"16945",0,5000,14.84,"D",0,"RENT",39996,23,"0-2","13.5+"
"16946",0,9000,14.35,"C",0,"RENT",49500,22,"0-2","13.5+"
"16947",0,10000,15.58,"D",2,"RENT",50000,22,"0-2","13.5+"
"16948",0,12000,10.75,"B",19,"RENT",56000,21,"8+","8-11"
"16949",0,4200,6.76,"A",32,"RENT",38400,24,"8+","0-8"
"16950",0,4000,NA,"A",2,"RENT",40000,22,"0-2","Missing"
"16951",0,10000,7.88,"A",22,"MORTGAGE",74000,22,"8+","0-8"
"16952",0,6000,7.88,"A",6,"MORTGAGE",70000,24,"4-8","0-8"
"16953",0,15000,11.12,"B",1,"MORTGAGE",65000,25,"0-2","11-13.5"
"16954",0,2000,11.49,"B",5,"RENT",32000,26,"4-8","11-13.5"
"16955",0,9500,6.76,"A",12,"MORTGAGE",58896,22,"8+","0-8"
"16956",0,8000,11.49,"B",3,"MORTGAGE",165000,35,"2-4","11-13.5"
"16957",0,7000,11.12,"B",8,"MORTGAGE",51000,22,"4-8","11-13.5"
"16958",0,4000,6.39,"A",1,"RENT",22000,27,"0-2","0-8"
"16959",1,6000,16.45,"E",10,"MORTGAGE",70000,28,"8+","13.5+"
"16960",0,21000,NA,"B",8,"MORTGAGE",61000,26,"4-8","Missing"
"16961",0,15000,10.75,"B",19,"RENT",50400,26,"8+","8-11"
"16962",0,4800,7.51,"A",3,"RENT",45000,21,"2-4","0-8"
"16963",0,12000,7.51,"A",16,"MORTGAGE",70000,25,"8+","0-8"
"16964",0,8000,7.88,"A",10,"MORTGAGE",72000,24,"8+","0-8"
"16965",1,10000,7.51,"A",20,"RENT",30000,25,"8+","0-8"
"16966",0,5000,7.14,"A",14,"MORTGAGE",110000,25,"8+","0-8"
"16967",0,8000,7.88,"A",2,"MORTGAGE",30000,23,"0-2","0-8"
"16968",0,6000,17.19,"E",2,"RENT",50004,27,"0-2","13.5+"
"16969",0,2000,11.49,"B",3,"RENT",42000,28,"2-4","11-13.5"
"16970",0,12250,NA,"B",12,"RENT",36000,23,"8+","Missing"
"16971",1,15000,7.51,"A",13,"RENT",79000,23,"8+","0-8"
"16972",0,8000,16.45,"E",1,"RENT",96000,25,"0-2","13.5+"
"16973",0,22000,7.88,"A",9,"MORTGAGE",55920,33,"8+","0-8"
"16974",0,25000,NA,"B",7,"MORTGAGE",190000,28,"4-8","Missing"
"16975",0,12000,10.38,"B",3,"MORTGAGE",55000,30,"2-4","8-11"
"16976",0,5000,13.98,"C",3,"RENT",98000,27,"2-4","13.5+"
"16977",0,2600,11.86,"B",NA,"OWN",24972,23,"Missing","11-13.5"
"16978",0,15000,7.51,"A",12,"MORTGAGE",87000,64,"8+","0-8"
"16979",0,2500,6.76,"A",3,"MORTGAGE",40000,21,"2-4","0-8"
"16980",0,7000,7.14,"A",7,"MORTGAGE",93000,43,"4-8","0-8"
"16981",1,3000,16.32,"D",3,"MORTGAGE",80000,29,"2-4","13.5+"
"16982",0,20000,7.88,"A",16,"MORTGAGE",138000,32,"8+","0-8"
"16983",0,8250,7.51,"A",5,"RENT",30000,23,"4-8","0-8"
"16984",0,10000,NA,"A",25,"RENT",95000,24,"8+","Missing"
"16985",0,25000,11.12,"B",1,"MORTGAGE",105000,28,"0-2","11-13.5"
"16986",0,6000,10.75,"B",3,"RENT",51500,26,"2-4","8-11"
"16987",0,14000,NA,"A",11,"MORTGAGE",114000,29,"8+","Missing"
"16988",1,5100,11.12,"B",NA,"OWN",33996,24,"Missing","11-13.5"
"16989",0,2000,13.23,"C",1,"OWN",16500,38,"0-2","11-13.5"
"16990",0,4500,6.39,"A",NA,"RENT",51372,30,"Missing","0-8"
"16991",0,4000,7.51,"A",3,"RENT",40000,21,"2-4","0-8"
"16992",0,5750,10.75,"B",1,"RENT",34000,24,"0-2","8-11"
"16993",0,8500,13.23,"C",23,"MORTGAGE",26400,26,"8+","11-13.5"
"16994",0,5000,10.75,"B",7,"RENT",35004,27,"4-8","8-11"
"16995",0,12000,NA,"C",19,"MORTGAGE",75000,33,"8+","Missing"
"16996",0,10400,11.49,"B",0,"RENT",42000,21,"0-2","11-13.5"
"16997",0,3600,14.72,"C",16,"MORTGAGE",83137,28,"8+","13.5+"
"16998",0,7000,13.61,"C",8,"RENT",81000,31,"4-8","13.5+"
"16999",0,17500,7.88,"A",15,"MORTGAGE",60000,22,"8+","0-8"
"17000",0,1750,13.61,"C",3,"OWN",12600,25,"2-4","13.5+"
"17001",0,6000,11.86,"B",0,"MORTGAGE",41000,22,"0-2","11-13.5"
"17002",0,25000,17.93,"E",3,"MORTGAGE",155000,28,"2-4","13.5+"
"17003",0,25000,11.49,"B",17,"MORTGAGE",54000,39,"8+","11-13.5"
"17004",0,11000,7.14,"A",11,"MORTGAGE",39500,28,"8+","0-8"
"17005",0,10000,7.14,"A",0,"MORTGAGE",90000,27,"0-2","0-8"
"17006",1,1500,15.58,"D",0,"RENT",57000,21,"0-2","13.5+"
"17007",0,2500,7.51,"A",0,"RENT",24960,22,"0-2","0-8"
"17008",0,3500,7.88,"A",12,"MORTGAGE",54000,32,"8+","0-8"
"17009",0,5000,10.75,"B",5,"RENT",24000,23,"4-8","8-11"
"17010",0,4000,15.95,"D",27,"MORTGAGE",50000,34,"8+","13.5+"
"17011",0,5000,15.21,"D",4,"RENT",32760,27,"2-4","13.5+"
"17012",0,16000,16.32,"D",0,"RENT",110004,24,"0-2","13.5+"
"17013",0,5000,7.14,"A",0,"MORTGAGE",43000,22,"0-2","0-8"
"17014",0,5000,7.14,"A",37,"OWN",30000,30,"8+","0-8"
"17015",0,25000,15.21,"D",4,"RENT",135000,30,"2-4","13.5+"
"17016",0,2400,14.72,"C",2,"OWN",78000,26,"0-2","13.5+"
"17017",0,15000,11.12,"B",15,"RENT",55000,26,"8+","11-13.5"
"17018",0,1200,7.51,"A",11,"MORTGAGE",54000,28,"8+","0-8"
"17019",0,7200,7.14,"A",26,"MORTGAGE",22000,22,"8+","0-8"
"17020",0,2000,7.51,"A",0,"RENT",45000,24,"0-2","0-8"
"17021",0,15000,15.58,"D",5,"RENT",92000,24,"4-8","13.5+"
"17022",0,9225,NA,"A",5,"OWN",45996,26,"4-8","Missing"
"17023",0,15000,15.95,"D",5,"MORTGAGE",71496,24,"4-8","13.5+"
"17024",0,8400,17.19,"E",4,"RENT",102000,34,"2-4","13.5+"
"17025",0,3800,6.76,"A",1,"RENT",55000,23,"0-2","0-8"
"17026",0,10000,14.84,"D",12,"RENT",99996,24,"8+","13.5+"
"17027",0,9000,NA,"A",2,"RENT",60000,23,"0-2","Missing"
"17028",0,4000,NA,"F",2,"RENT",19200,50,"0-2","Missing"
"17029",0,5000,13.61,"C",19,"MORTGAGE",90000,34,"8+","13.5+"
"17030",0,9000,7.51,"A",4,"MORTGAGE",30000,25,"2-4","0-8"
"17031",0,15000,10.38,"B",1,"MORTGAGE",72996,26,"0-2","8-11"
"17032",0,6000,13.61,"C",4,"MORTGAGE",97000,26,"2-4","13.5+"
"17033",1,1925,14.35,"C",6,"RENT",78000,33,"4-8","13.5+"
"17034",0,1800,11.12,"B",5,"RENT",168288,24,"4-8","11-13.5"
"17035",0,18000,NA,"A",2,"MORTGAGE",117000,33,"0-2","Missing"
"17036",0,6000,7.88,"A",2,"MORTGAGE",49000,23,"0-2","0-8"
"17037",0,10000,7.51,"A",4,"RENT",90000,23,"2-4","0-8"
"17038",0,3000,13.23,"C",4,"RENT",23500,23,"2-4","11-13.5"
"17039",0,7500,14.84,"D",5,"RENT",30000,27,"4-8","13.5+"
"17040",0,2500,15.95,"D",1,"MORTGAGE",18000,23,"0-2","13.5+"
"17041",0,4000,NA,"B",3,"MORTGAGE",170000,28,"2-4","Missing"
"17042",1,2000,10.75,"B",NA,"OWN",12000,28,"Missing","8-11"
"17043",0,6900,17.56,"E",2,"RENT",39000,24,"0-2","13.5+"
"17044",0,8500,NA,"C",6,"MORTGAGE",45996,24,"4-8","Missing"
"17045",0,6400,13.23,"C",4,"RENT",50000,27,"2-4","11-13.5"
"17046",0,4000,6.39,"A",7,"MORTGAGE",70000,28,"4-8","0-8"
"17047",0,7500,10.75,"B",5,"RENT",30028.8,21,"4-8","8-11"
"17048",0,25000,14.84,"D",21,"MORTGAGE",180000,24,"8+","13.5+"
"17049",0,20000,14.84,"D",3,"MORTGAGE",95000,39,"2-4","13.5+"
"17050",0,3000,10.38,"B",2,"RENT",15840,57,"0-2","8-11"
"17051",0,4000,7.14,"A",0,"MORTGAGE",95000,30,"0-2","0-8"
"17052",0,5000,13.23,"C",2,"MORTGAGE",45500,27,"0-2","11-13.5"
"17053",1,12000,15.21,"D",4,"RENT",30000,30,"2-4","13.5+"
"17054",0,25000,15.95,"D",2,"RENT",74872,29,"0-2","13.5+"
"17055",0,25000,11.12,"B",14,"MORTGAGE",75689,23,"8+","11-13.5"
"17056",1,10000,16.45,"E",5,"MORTGAGE",60000,23,"4-8","13.5+"
"17057",0,7000,10.38,"B",2,"MORTGAGE",23500,24,"0-2","8-11"
"17058",0,6000,11.86,"B",8,"MORTGAGE",56004,22,"4-8","11-13.5"
"17059",0,17500,17.93,"E",6,"MORTGAGE",92300,27,"4-8","13.5+"
"17060",0,3600,14.72,"C",0,"RENT",42000,22,"0-2","13.5+"
"17061",0,16000,13.98,"C",13,"MORTGAGE",59000,27,"8+","13.5+"
"17062",0,4900,6.76,"A",2,"MORTGAGE",80000,26,"0-2","0-8"
"17063",0,6000,NA,"A",21,"MORTGAGE",90000,25,"8+","Missing"
"17064",0,13000,13.98,"C",1,"RENT",67500,24,"0-2","13.5+"
"17065",0,8000,13.61,"C",2,"RENT",60000,26,"0-2","13.5+"
"17066",0,8500,14.35,"C",1,"RENT",40000,22,"0-2","13.5+"
"17067",1,9000,16.45,"E",7,"RENT",155000,24,"4-8","13.5+"
"17068",0,1700,11.12,"B",3,"RENT",18000,29,"2-4","11-13.5"
"17069",0,6000,13.98,"C",3,"MORTGAGE",30000,28,"2-4","13.5+"
"17070",0,3000,NA,"A",3,"RENT",52000,24,"2-4","Missing"
"17071",0,10000,7.51,"A",0,"MORTGAGE",85000,48,"0-2","0-8"
"17072",1,3000,NA,"C",11,"RENT",45000,26,"8+","Missing"
"17073",0,8400,14.84,"D",2,"RENT",67000,23,"0-2","13.5+"
"17074",0,1600,6.39,"A",0,"RENT",28150,22,"0-2","0-8"
"17075",0,4000,14.35,"C",1,"RENT",19200,24,"0-2","13.5+"
"17076",0,3000,11.49,"B",10,"RENT",58800,33,"8+","11-13.5"
"17077",0,5000,7.88,"A",2,"OWN",40000,36,"0-2","0-8"
"17078",0,12000,11.12,"B",5,"RENT",140000,23,"4-8","11-13.5"
"17079",0,4500,10.38,"B",2,"RENT",18000,21,"0-2","8-11"
"17080",0,6000,13.98,"C",17,"MORTGAGE",89849,29,"8+","13.5+"
"17081",0,12000,13.61,"C",2,"RENT",80000,24,"0-2","13.5+"
"17082",0,7000,13.61,"C",0,"RENT",54000,22,"0-2","13.5+"
"17083",0,6000,7.88,"A",5,"RENT",74970,26,"4-8","0-8"
"17084",0,7800,7.51,"A",3,"RENT",45000,24,"2-4","0-8"
"17085",0,25000,13.61,"C",5,"RENT",80000,26,"4-8","13.5+"
"17086",0,8000,7.51,"A",2,"MORTGAGE",29160,27,"0-2","0-8"
"17087",0,3500,11.49,"B",18,"MORTGAGE",71000,24,"8+","11-13.5"
"17088",0,1000,14.84,"D",5,"RENT",22296,27,"4-8","13.5+"
"17089",1,7500,11.86,"B",14,"RENT",30000,33,"8+","11-13.5"
"17090",0,7000,13.98,"C",4,"MORTGAGE",160000,30,"2-4","13.5+"
"17091",0,12250,13.23,"C",4,"RENT",35196,27,"2-4","11-13.5"
"17092",1,20000,14.84,"D",1,"RENT",65004,25,"0-2","13.5+"
"17093",0,16000,NA,"C",3,"RENT",61000,22,"2-4","Missing"
"17094",0,2100,NA,"C",6,"RENT",51996,32,"4-8","Missing"
"17095",0,2500,NA,"D",4,"OWN",24000,31,"2-4","Missing"
"17096",0,14000,7.88,"A",7,"RENT",60000,22,"4-8","0-8"
"17097",0,9900,14.84,"D",3,"RENT",61200,36,"2-4","13.5+"
"17098",0,3000,6.76,"A",8,"RENT",47500,26,"4-8","0-8"
"17099",0,9500,7.51,"A",7,"OWN",34800,27,"4-8","0-8"
"17100",0,15000,13.61,"C",14,"OWN",109000,34,"8+","13.5+"
"17101",0,3200,14.35,"C",5,"RENT",43200,26,"4-8","13.5+"
"17102",0,7200,13.61,"C",3,"OWN",37000,21,"2-4","13.5+"
"17103",0,7000,11.86,"B",11,"RENT",64600,23,"8+","11-13.5"
"17104",0,25000,11.12,"B",5,"MORTGAGE",97700,24,"4-8","11-13.5"
"17105",0,5500,7.14,"A",12,"RENT",50000,22,"8+","0-8"
"17106",0,3000,10.75,"B",13,"RENT",150000,28,"8+","8-11"
"17107",0,15000,NA,"B",8,"MORTGAGE",80000,35,"4-8","Missing"
"17108",0,8000,14.72,"C",2,"RENT",65000,23,"0-2","13.5+"
"17109",1,6250,14.72,"C",4,"OWN",14400,21,"2-4","13.5+"
"17110",0,6000,7.88,"A",2,"MORTGAGE",85000,22,"0-2","0-8"
"17111",0,3600,11.86,"B",5,"MORTGAGE",87550,24,"4-8","11-13.5"
"17112",1,3000,11.49,"B",2,"RENT",39000,26,"0-2","11-13.5"
"17113",0,3250,NA,"C",1,"RENT",18000,23,"0-2","Missing"
"17114",1,7000,15.21,"D",26,"MORTGAGE",54257,37,"8+","13.5+"
"17115",1,2400,14.72,"C",NA,"MORTGAGE",16656,31,"Missing","13.5+"
"17116",0,14500,13.98,"C",4,"RENT",35000,27,"2-4","13.5+"
"17117",0,7700,14.84,"D",6,"MORTGAGE",75000,55,"4-8","13.5+"
"17118",0,5000,11.86,"B",0,"RENT",24000,28,"0-2","11-13.5"
"17119",0,8800,7.51,"A",NA,"RENT",80000,25,"Missing","0-8"
"17120",0,10000,11.12,"B",5,"MORTGAGE",142000,30,"4-8","11-13.5"
"17121",0,4500,11.49,"B",17,"MORTGAGE",54196,46,"8+","11-13.5"
"17122",0,9000,NA,"A",0,"RENT",55000,26,"0-2","Missing"
"17123",0,4000,10.75,"B",0,"RENT",52000,28,"0-2","8-11"
"17124",0,1000,6.76,"A",6,"OWN",40000,24,"4-8","0-8"
"17125",1,4000,11.86,"B",10,"RENT",48000,24,"8+","11-13.5"
"17126",1,13750,16.45,"E",23,"MORTGAGE",38644,22,"8+","13.5+"
"17127",0,12250,7.51,"A",7,"OWN",28800,23,"4-8","0-8"
"17128",0,14000,13.23,"C",0,"RENT",1e+05,38,"0-2","11-13.5"
"17129",0,3000,14.35,"C",1,"RENT",25200,26,"0-2","13.5+"
"17130",0,5000,7.51,"A",3,"OWN",41718,25,"2-4","0-8"
"17131",1,4800,15.21,"D",2,"RENT",75000,24,"0-2","13.5+"
"17132",0,1500,11.86,"B",0,"RENT",21216,22,"0-2","11-13.5"
"17133",0,15000,11.86,"B",5,"MORTGAGE",150000,34,"4-8","11-13.5"
"17134",0,3000,13.98,"C",0,"RENT",70000,30,"0-2","13.5+"
"17135",0,5000,14.84,"D",4,"RENT",45600,23,"2-4","13.5+"
"17136",0,15000,7.88,"A",0,"MORTGAGE",125004,25,"0-2","0-8"
"17137",0,6500,13.98,"C",4,"MORTGAGE",115000,31,"2-4","13.5+"
"17138",0,15000,11.86,"B",3,"MORTGAGE",159000,28,"2-4","11-13.5"
"17139",0,18000,7.51,"A",4,"MORTGAGE",96500,26,"2-4","0-8"
"17140",1,8000,15.21,"D",3,"OWN",52000,38,"2-4","13.5+"
"17141",0,9000,14.72,"C",2,"RENT",55000,24,"0-2","13.5+"
"17142",0,4600,7.88,"A",30,"RENT",60000,28,"8+","0-8"
"17143",0,9200,11.86,"B",0,"RENT",66000,23,"0-2","11-13.5"
"17144",0,5000,7.51,"A",NA,"OWN",22584,30,"Missing","0-8"
"17145",0,7750,NA,"F",2,"RENT",33000,24,"0-2","Missing"
"17146",0,25000,11.12,"B",8,"MORTGAGE",118000,25,"4-8","11-13.5"
"17147",0,4000,7.88,"A",4,"RENT",72000,24,"2-4","0-8"
"17148",0,3000,11.12,"B",0,"MORTGAGE",129600,25,"0-2","11-13.5"
"17149",0,7750,16.45,"E",3,"RENT",41558,31,"2-4","13.5+"
"17150",0,8000,11.86,"B",3,"RENT",28000,51,"2-4","11-13.5"
"17151",0,20000,NA,"B",4,"MORTGAGE",150000,28,"2-4","Missing"
"17152",0,25000,17.19,"E",2,"RENT",135000,35,"0-2","13.5+"
"17153",0,5900,7.88,"A",5,"RENT",30000,23,"4-8","0-8"
"17154",0,13000,10.38,"B",0,"MORTGAGE",126400,35,"0-2","8-11"
"17155",0,4800,7.14,"A",0,"RENT",32000,25,"0-2","0-8"
"17156",0,6400,13.23,"C",4,"MORTGAGE",67000,34,"2-4","11-13.5"
"17157",0,12500,14.35,"C",1,"RENT",150000,28,"0-2","13.5+"
"17158",0,6500,13.98,"C",16,"MORTGAGE",45000,35,"8+","13.5+"
"17159",0,3600,13.23,"C",25,"MORTGAGE",1e+05,24,"8+","11-13.5"
